Annotator 1,Annotator 2(Yasitha),Phrase
,,"අන්තිමට කියන්න නම් එපා, මේක වැරදීමක් මඟුල් ගෙදරට කේක් හදන්න ගෙනා පාන් පිටි කියලා."
surprise,,නියම පෙම්වතුන්නේ!
,disgust,කුඩු ග්‍රෑම් 20ක් ළඟ තබා ගත් අයෙකුට මරණ දඬුවම නියම වුණා ලංකාවේ අධිකරණයකින්. මේ අයට දෙන දඬුවම මොකක්ද? දැන් ඔය අල්ලන කිලෝ ගණන් කුඩු වලට මොකද කරන්නේ? විවෘතව ඒවා විනාශ කරනවද? මම මේ නොදන්නා නිසයි අහන්නේ.
,surprise,මෙතන කවුරුවත් පොලිසියට ස්තුති කරන්නේ නැද්ද?
,,"අනේ, අපිට බලන්න මේ ජෝඩුවගේ පින්තුරයක් පලකරන්නකෝ. කසාද බැදලා දරු මල්ලන්ටත් කුඩු ටිකක් පොවාගෙන දෙයියනේ කියල ඉන්ට තිබුනනේ."
anger,anger,රටම වනසන මේ ජාවාරම් කාරයන්ට මරණ දඩුවම ලැබිය යුතුයි.
fear,disgust,"කාංචනා, නිශේන් , ඔහොම කියන්නේ සුදු වෑන් වලට බය නැද්ද ?"
,,කුඩු සමාජ ගතවීම වලක්වන්න පුළුවන් උනා වගේම. කුඩු මාෆියාව කඩන්නත් ශක්තිය ලැබේවායි කියා ප්‍රර්ථනා කරමු.
,,ඉක්මනින් කෝටිපතියෝ වෙන්න පුළුවන් කෙටිම මග.
,,ඕවත් තව ටික දවසකින් ලී කුඩු හෝ හඳුනා නොගත් රසායනික කුඩු අගයක් වේවි
,,මේවා මගුල් ගෙදරට කේක් හදන්න ගෙනාපු පාන් පිටි වෙන්නත් පුළුවන් නේද අනේ.
,,මේ විවාහයත් රූපවාහිනියේ මංගල වැඩසටහනකින් ප්‍රචාරය කරන්නද දන්නේ නැහැ නියමිත වෙලා තිබුනේ?
sadness,sadness,"අයියෝ ජනතාවනි, මගේ රට!"
anger,anger,මොවුන් දෙදෙනා අල්ලලා ඔය කුඩු ඔවුන්ටම පොවලා මොකද වෙන්නේ කියා බලමුද?
,,අපේ ගමට ගංජා ගේනවා. විකුනන්නත් ගමේ කෙනෙක් හිටියා. ඔක්කොම කොල්ලෝ එකතු වෙලා විකුණන කෙනාට පහර දීල විකුනන්න එපා කිව්වා. දැන් අපේ ගමේ ගංජා හොයා ගන්නවත් නැහැ. ආණ්ඩුවට අපේ දරුවන්ව විනාශ කරන කුඩුවලට තිත තියන්න බැරි නම් අපිට හරි කරන්න වෙනවා
,,කුඩු ?
,,සරත් ගංජා කියන්නේ අපේම නිෂ්පාදනයක්නේ මේක එහෙමද ? මේවා ගෝලීය නිෂ්පාදන. මේවා විකුණන මිනිසුන්ට ගහන්න ගිහින් ඇඩ්‍රස් නැති වෙයි පුතෝ
sadness,sadness,මෙහෙම ගියොත් අපේ රට ඉවරයි. නැගිටින්න වෙලාව හරි
,,මොවුන් මේවා ගෙනවිත් අපේ අනාගත පරපුර විනාශ කරනවා. එතකොට ඔවුන් දෙන්නාගේ දරුවන්ට කන්න දෙන්නේත් කුඩු සල්ලි වලින්.
,sadness,තවත් මේ වගේ වැඩ අපිට ඉදිරියේදී බලාපොරොත්තු. වෙන්න පුලුවන් වෙයි.
,,ක්‍රියාවට නඟන්න පුළුවන් නම් සරත්ගේ අදහ හොඳයි. ඒක සමාජයෙන් කුඩු වසංගතය තුරන් කරන්න තිබෙන හොඳ ක්‍රමයක්.
,disgust,මනමාලිගේ අම්මාට හරි ආඩම්බර ඇති දුව ගැන
disgust,,බොහොම යහපත් පවුල් සංස්ථාවක් ගොඩ නඟන්න හිටි දෙන්නෙක්නේ! මධුසමයට පාකිස්තානයට යන්නද දන්නේ නැහැ සූදානම් වෙලා හිටියේ?
,disgust,කුඩු දැන් කිලෝ ගණන් වලින් වැඩ. කොහොමද ආශ්චර්යය? ආසියාවේ කුඩු කේන්ද්‍රය.
,disgust,කුඩු වලින් කී දෙනෙක් රැකෙනවද.
,disgust,"මේක දැන් ගෘහස්ත ව්‍යාපාරයක් බවට පත්වෙලා. ලොකු අය කන්ටේනර් පිටින් ගෙන්වනවා, පොඩි අය තොග සහ සිල්ලර වශයෙන් බෙදා හරිනවා. ඒ අතර පොඩි එකෙක් දෙන්නෙක් අල්ලලා හිරේ දානවා. මේක නැති වෙන්නේ නෑ."
,disgust,කිලෝ 50 හේ සිමෙන්ති කොට්ට ගණනින් කුඩු ගෙන්වන රටේ කුඩු කිලෝ 7 ක් කියන්නේ මොනවද එක අතකට?
,,මේ වගේ හැමතැනම වැටළීම් කරන්න පුලුවන් නම් ඇත්තටම හොඳයි
,joy,ඔබ නම් උසස් කාන්තාවක්. සුභ පැතුම්
,joy,"හරිම ආඩම්බරයි සොයුරිය,ඔබට ජයෙන් ජය සමඟින් දෑතට සවිශක්තිය නොඅඩුව ලැබේවා කියා පතමි. ලංකාවට ආවම මමත් එන්නම් ඔයාගේ බස් එකේ යන්න. හැබැයි දැන් සමහර පිරිමින්ට මේක දරාගන්න බැරුව ඇති"
joy,joy,කාන්තාවක් ලෙස මටත් ඔබ ගැන ආඩම්බරයි අක්කේ..(අ)..
,joy,ඔබ වැනි දිරිය කාන්තාවන් අපිට ආඩම්බරයක්. සියලු දෙවියන්ගේ පිහිට ආරක්ෂාව ලැබේව!
